Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
32,LMU Munich,https://www.timeshighereducation.com/world-university-rankings/lmu-munich,Germany,35389,36,0.16,61 : 39,2019
32,University of Melbourne,https://www.timeshighereducation.com/world-university-rankings/university-melbourne,Australia,45030,26.6,0.42,56 : 44,2019
34,Georgia Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/georgia-institute-technology,United States,21903,21.5,0.27,32 : 68,2019
35,École Polytechnique Fédéralede Lausanne,https://www.timeshighereducation.com/world-university-rankings/ecole-polytechnique-federale-de-lausanne,Switzerland,10343,11.4,0.57,28 : 72,2019
36,University of Hong Kong,https://www.timeshighereducation.com/world-university-rankings/university-hong-kong,Hong Kong,18122,18.1,0.43,54 : 46,2019
37,University of British Columbia,https://www.timeshighereducation.com/world-university-rankings/university-british-columbia,Canada,53566,18.6,0.3,54 : 46,2019
38,King’s College London,https://www.timeshighereducation.com/world-university-rankings/kings-college-london,United Kingdom,24293,12.1,0.42,62 : 38,2019
39,University of Texasat Austin,https://www.timeshighereducation.com/world-university-rankings/university-texas-austin,United States,48561,17.1,0.1,51 : 49,2019
40,Karolinska Institute,https://www.timeshighereducation.com/world-university-rankings/karolinska-institute,Sweden,7898,9.2,0.19,68 : 32,2019
41,The Hong Kong University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/hong-kong-university-science-and-technology,Hong Kong,10394,23.6,0.31,n/a,2019
41,Paris Scienceset Lettres– PSL Research University Paris,https://www.timeshighereducation.com/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,France,20722,11.3,0.26,44 : 56,2019
42,The University of Tokyo,https://www.timeshighereducation.com/world-university-rankings/university-tokyo,Japan,25828,7.6,0.11,n/a,2019
43,University of Wisconsin-Madison,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-madison,United States,39193,10.5,0.12,n/a,2019
44,McGill University,https://www.timeshighereducation.com/world-university-rankings/mcgill-university,Canada,31060,13,0.28,58 : 42,2019
44,Technical University of Munich,https://www.timeshighereducation.com/world-university-rankings/technical-university-munich,Germany,39726,50.6,0.24,34 : 66,2019
47,Heidelberg University,https://www.timeshighereducation.com/world-university-rankings/heidelberg-university-0,Germany,20953,16.6,0.17,54 : 46,2019
48,KU Leuven,https://www.timeshighereducation.com/world-university-rankings/ku-leuven,Belgium,44719,36.5,0.15,49 : 51,2019
49,Australian National University,https://www.timeshighereducation.com/world-university-rankings/australian-national-university,Australia,16840,18.5,0.39,52 : 48,2019
50,University of Illinois at Urbana-Champaign,https://www.timeshighereducation.com/world-university-rankings/university-illinois-urbana-champaign,United States,43908,17.9,0.24,47 : 53,2019
51,"Nanyang Technological University, Singapore",https://www.timeshighereducation.com/world-university-rankings/nanyang-technological-university-singapore,Singapore,25738,16.7,0.28,48 : 52,2019
52,"University of California, Santa Barbara",https://www.timeshighereducation.com/world-university-rankings/university-california-santa-barbara,United States,23457,27.9,0.16,52 : 48,2019
53,Brown University,https://www.timeshighereducation.com/world-university-rankings/brown-university,United States,9082,10.7,0.21,n/a,2019
53,Chinese University of Hong Kong,https://www.timeshighereducation.com/world-university-rankings/chinese-university-hong-kong,Hong Kong,17883,18.4,0.33,n/a,2019
54,Washington Universityin St Louis,https://www.timeshighereducation.com/world-university-rankings/washington-university-st-louis,United States,13074,7.3,0.2,n/a,2019
56,University of North Carolinaat Chapel Hill,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-chapel-hill,United States,34226,9.4,0.08,57 : 43,2019
57,University of Manchester,https://www.timeshighereducation.com/world-university-rankings/university-manchester,United Kingdom,36530,14.5,0.39,53 : 47,2019
58,Delft University of Technology,https://www.timeshighereducation.com/world-university-rankings/delft-university-technology,Netherlands,17880,20,0.29,28 : 72,2019
59,"University of California, Davis",https://www.timeshighereducation.com/world-university-rankings/university-california-davis,United States,37847,13.5,0.13,57 : 43,2019
59,University of Sydney,https://www.timeshighereducation.com/world-university-rankings/university-sydney,Australia,43333,20.5,0.35,58 : 42,2019
59,Wageningen University& Research,https://www.timeshighereducation.com/world-university-rankings/wageningen-university-research,Netherlands,13214,20.9,0.29,55 : 45,2019
62,University of Amsterdam,https://www.timeshighereducation.com/world-university-rankings/university-amsterdam,Netherlands,23778,12.3,0.12,56 : 44,2019
63,Seoul National University,https://www.timeshighereducation.com/world-university-rankings/seoul-national-university,South Korea,26066,12.3,0.12,n/a,2019
64,Purdue University West Lafayette,https://www.timeshighereducation.com/world-university-rankings/purdue-university-west-lafayette,United States,39409,17,0.23,42 : 58,2019
65,Kyoto University,https://www.timeshighereducation.com/world-university-rankings/kyoto-university,Japan,22420,8.8,0.08,24 : 76,2019
66,University of Southern California,https://www.timeshighereducation.com/world-university-rankings/university-southern-california,United States,35510,11.6,0.25,53 : 47,2019
67,Humboldt University of Berlin,https://www.timeshighereducation.com/world-university-rankings/humboldt-university-berlin,Germany,33000,59,0.17,n/a,2019
68,Leiden University,https://www.timeshighereducation.com/world-university-rankings/leiden-university,Netherlands,26321,18,0.13,57 : 43,2019
69,The University of Queensland,https://www.timeshighereducation.com/world-university-rankings/university-queensland,Australia,38187,34.4,0.31,55 : 45,2019
70,Erasmus University Rotterdam,https://www.timeshighereducation.com/world-university-rankings/erasmus-university-rotterdam,Netherlands,22019,19.6,0.22,50 : 50,2019
71,University of Minnesota,https://www.timeshighereducation.com/world-university-rankings/university-minnesota,United States,60620,12.3,0.11,52 : 48,2019
71,Ohio State University (Main campus),https://www.timeshighereducation.com/world-university-rankings/ohio-state-university-main-campus,United States,53540,12.8,0.12,49 : 51,2019
73,Sorbonne University,https://www.timeshighereducation.com/world-university-rankings/sorbonne-university,France,42681,14.3,0.19,59 : 41,2019
74,Boston University,https://www.timeshighereducation.com/world-university-rankings/boston-university,United States,25095,8.4,0.27,60 : 40,2019
74,Utrecht University,https://www.timeshighereducation.com/world-university-rankings/utrecht-university,Netherlands,31551,14.3,0.07,59 : 41,2019
76,University of Freiburg,https://www.timeshighereducation.com/world-university-rankings/university-freiburg,Germany,22005,44.5,0.22,55 : 45,2019
77,McMaster University,https://www.timeshighereducation.com/world-university-rankings/mcmaster-university,Canada,24602,27.3,0.16,53 : 47,2019
78,University of Bristol,https://www.timeshighereducation.com/world-university-rankings/university-bristol,United Kingdom,20570,13.2,0.27,53 : 47,2019
79,University of Groningen,https://www.timeshighereducation.com/world-university-rankings/university-groningen,Netherlands,26183,23.8,0.18,52 : 48,2019
79,University of Warwick,https://www.timeshighereducation.com/world-university-rankings/university-warwick,United Kingdom,19649,13.3,0.41,50 : 50,2019
81,Penn State (Main campus),https://www.timeshighereducation.com/world-university-rankings/penn-state-main-campus,United States,45704,15,0.15,46 : 54,2019
82,"University of Maryland, College Park",https://www.timeshighereducation.com/world-university-rankings/university-maryland-college-park,United States,32099,16.2,0.1,47 : 53,2019
82,Sungkyunkwan University (SKKU),https://www.timeshighereducation.com/world-university-rankings/sungkyunkwan-university-skku,South Korea,23359,19.5,0.14,42 : 58,2019
84,Emory University,https://www.timeshighereducation.com/world-university-rankings/emory-university,United States,12647,4.2,0.2,58 : 42,2019
84,Monash University,https://www.timeshighereducation.com/world-university-rankings/monash-university,Australia,49728,34.6,0.35,57 : 43,2019
86,Rice University,https://www.timeshighereducation.com/world-university-rankings/rice-university,United States,6554,8.9,0.28,42 : 58,2019
87,RWTH Aachen University,https://www.timeshighereducation.com/world-university-rankings/rwth-aachen-university,Germany,44517,61.8,0.19,32 : 68,2019
87,Uppsala University,https://www.timeshighereducation.com/world-university-rankings/uppsala-university,Sweden,25061,16.9,0.14,56 : 44,2019
89,University of Tübingen,https://www.timeshighereducation.com/world-university-rankings/university-tubingen,Germany,28743,39.2,0.14,58 : 42,2019
90,Charité - Universitätsmedizin Berlin,https://www.timeshighereducation.com/world-university-rankings/charite-universitatsmedizin-berlin,Germany,6943,17.5,0.19,64 : 36,2019
90,University of Montreal,https://www.timeshighereducation.com/world-university-rankings/university-montreal,Canada,37311,20.3,0.23,59 : 41,2019
90,University of Zurich,https://www.timeshighereducation.com/world-university-rankings/university-zurich,Switzerland,26340,14.7,0.2,57 : 43,2019
93,University of Science and Technology of China,https://www.timeshighereducation.com/world-university-rankings/university-science-and-technology-china,China,16152,8.4,0.04,n/a,2019
93,University of Glasgow,https://www.timeshighereducation.com/world-university-rankings/university-glasgow,United Kingdom,24235,15.3,0.36,58 : 42,2019
93,Michigan State University,https://www.timeshighereducation.com/world-university-rankings/michigan-state-university,United States,44951,17,0.17,51 : 49,2019
96,"University of California, Irvine",https://www.timeshighereducation.com/world-university-rankings/university-california-irvine,United States,31089,16.7,0.24,53 : 47,2019
96,UNSW Sydney,https://www.timeshighereducation.com/world-university-rankings/unsw-sydney,Australia,41358,30.5,0.36,47 : 53,2019
98,Lund University,https://www.timeshighereducation.com/world-university-rankings/lund-university,Sweden,28454,11.8,0.17,54 : 46,2019
99,Dartmouth College,https://www.timeshighereducation.com/world-university-rankings/dartmouth-college,United States,6172,6.7,0.15,48 : 52,2019
99,University of Helsinki,https://www.timeshighereducation.com/world-university-rankings/university-helsinki,Finland,22418,16.6,0.06,65 : 35,2019
101,Zhejiang University,https://www.timeshighereducation.com/world-university-rankings/zhejiang-university,China,36031,10.9,0.18,21 : 79,2019
102,Korea Advanced Institute of Science and Technology (KAIST),https://www.timeshighereducation.com/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,South Korea,9587,10.4,0.09,20 : 80,2019
103,University of Basel,https://www.timeshighereducation.com/world-university-rankings/university-basel,Switzerland,12852,18,0.27,55 : 45,2019
104,Free University of Berlin,https://www.timeshighereducation.com/world-university-rankings/free-university-berlin,Germany,35032,56.4,0.21,59 : 41,2019
104,Fudan University,https://www.timeshighereducation.com/world-university-rankings/fudan-university,China,34393,12.2,0.11,51 : 49,2019
106,University of Sheffield,https://www.timeshighereducation.com/world-university-rankings/university-sheffield,United Kingdom,25577,14.9,0.35,50 : 50,2019
107,University of Virginia (Main campus),https://www.timeshighereducation.com/world-university-rankings/university-virginia-main-campus,United States,24295,9.4,0.12,53 : 47,2019
108,École Polytechnique,https://www.timeshighereducation.com/world-university-rankings/ecole-polytechnique,France,2908,5.6,0.36,21 : 79,2019
109,Georgetown University,https://www.timeshighereducation.com/world-university-rankings/georgetown-university,United States,15801,8.5,0.17,54 : 46,2019
110,University of Bern,https://www.timeshighereducation.com/world-university-rankings/university-bern,Switzerland,10967,16.7,0.15,56 : 44,2019
110,University of Bonn,https://www.timeshighereducation.com/world-university-rankings/university-bonn,Germany,37708,70.2,0.13,55 : 45,2019
110,City University of Hong Kong,https://www.timeshighereducation.com/world-university-rankings/city-university-hong-kong,Hong Kong,9928,11.2,0.41,57 : 43,2019
110,University of Pittsburgh-Pittsburgh campus,https://www.timeshighereducation.com/world-university-rankings/university-pittsburgh-pittsburgh-campus,United States,26517,5.9,0.11,52 : 48,2019
114,University of Colorado Boulder,https://www.timeshighereducation.com/world-university-rankings/university-colorado-boulder,United States,31625,15.5,0.12,44 : 56,2019
114,Durham University,https://www.timeshighereducation.com/world-university-rankings/durham-university,United Kingdom,16565,14.8,0.3,54 : 46,2019
116,University of Birmingham,https://www.timeshighereducation.com/world-university-rankings/university-birmingham,United Kingdom,28354,15.1,0.28,56 : 44,2019
116,University of Copenhagen,https://www.timeshighereducation.com/world-university-rankings/university-copenhagen,Denmark,32157,4.4,0.16,55 : 45,2019
118,University of Southampton,https://www.timeshighereducation.com/world-university-rankings/university-southampton,United Kingdom,24078,13.9,0.36,52 : 48,2019
119,University of York,https://www.timeshighereducation.com/world-university-rankings/university-york,United Kingdom,15194,14.9,0.25,56 : 44,2019
120,Trinity College Dublin,https://www.timeshighereducation.com/world-university-rankings/trinity-college-dublin,Ireland,16293,21.6,0.28,59 : 41,2019
121,University of Oslo,https://www.timeshighereducation.com/world-university-rankings/university-oslo,Norway,20552,13.3,0.17,62 : 38,2019
121,Vanderbilt University,https://www.timeshighereducation.com/world-university-rankings/vanderbilt-university,United States,12038,3.1,0.14,54 : 46,2019
123,Aarhus University,https://www.timeshighereducation.com/world-university-rankings/aarhus-university,Denmark,26867,14.8,0.11,54 : 46,2019
123,Arizona State University (Tempe),https://www.timeshighereducation.com/world-university-rankings/arizona-state-university-tempe,United States,46362,20.8,0.2,43 : 57,2019
123,University of Göttingen,https://www.timeshighereducation.com/world-university-rankings/university-gottingen,Germany,30399,29.6,0.12,50 : 50,2019
123,University of Mannheim,https://www.timeshighereducation.com/world-university-rankings/university-mannheim,Germany,10882,74.8,0.17,56 : 44,2019
123,Radboud University Nijmegen,https://www.timeshighereducation.com/world-university-rankings/radboud-university-nijmegen,Netherlands,19954,17.5,0.15,55 : 45,2019
128,Université Catholiquede Louvain,https://www.timeshighereducation.com/world-university-rankings/universite-catholique-de-louvain,Belgium,25952,39.6,0.21,54 : 46,2019
128,Maastricht University,https://www.timeshighereducation.com/world-university-rankings/maastricht-university,Netherlands,16250,15.8,0.52,59 : 41,2019
130,Queen Mary University of London,https://www.timeshighereducation.com/world-university-rankings/queen-mary-university-london,United Kingdom,16434,14,0.44,54 : 46,2019
131,Technical University of Berlin,https://www.timeshighereducation.com/world-university-rankings/technical-university-berlin,Germany,22472,64.4,0.22,34 : 66,2019
132,University of Alberta,https://www.timeshighereducation.com/world-university-rankings/university-alberta,Canada,31844,21,0.26,55 : 45,2019
132,Case Western Reserve University,https://www.timeshighereducation.com/world-university-rankings/case-western-reserve-university,United States,10412,7.8,0.23,49 : 51,2019
134,Nanjing University,https://www.timeshighereducation.com/world-university-rankings/nanjing-university,China,34580,15.6,0.09,48 : 52,2019
134,The University of Western Australia,https://www.timeshighereducation.com/world-university-rankings/university-western-australia,Australia,18510,21.9,0.26,49 : 51,2019
135,University of Adelaide,https://www.timeshighereducation.com/world-university-rankings/university-adelaide,Australia,21339,30.4,0.27,49 : 51,2019
135,University of Geneva,https://www.timeshighereducation.com/world-university-rankings/university-geneva,Switzerland,16530,15.2,0.39,61 : 39,2019
135,University of Hamburg,https://www.timeshighereducation.com/world-university-rankings/university-hamburg,Germany,29584,58.2,0.12,56 : 44,2019
135,Karlsruhe Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/karlsruhe-institute-technology,Germany,26593,25.8,0.2,28 : 72,2019
135,Pompeu Fabra University,https://www.timeshighereducation.com/world-university-rankings/pompeu-fabra-university,Spain,11523,21.3,0.13,60 : 40,2019
141,University of Exeter,https://www.timeshighereducation.com/world-university-rankings/university-exeter,United Kingdom,20286,18,0.28,54 : 46,2019
142,Pohang University of Science and Technology (POSTECH),https://www.timeshighereducation.com/world-university-rankings/pohang-university-science-and-technology-postech,South Korea,3238,10.7,0.04,24 : 76,2019
143,Ghent University,https://www.timeshighereducation.com/world-university-rankings/ghent-university,Belgium,35835,35.2,0.1,54 : 46,2019
143,University of Vienna,https://www.timeshighereducation.com/world-university-rankings/university-vienna,Austria,33185,19.3,0.27,66 : 34,2019
145,Autonomous University of Barcelona,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-barcelona,Spain,32223,12.8,0.16,59 : 41,2019
146,University of Cologne,https://www.timeshighereducation.com/world-university-rankings/university-cologne-0,Germany,37483,37.9,0.15,n/a,2019
146,Indiana University,https://www.timeshighereducation.com/world-university-rankings/indiana-university,United States,65707,13.8,0.16,52 : 48,2019
146,Lancaster University,https://www.timeshighereducation.com/world-university-rankings/lancaster-university,United Kingdom,12202,12.8,0.39,51 : 49,2019
149,University of Nottingham,https://www.timeshighereducation.com/world-university-rankings/university-nottingham,United Kingdom,29431,14.6,0.3,54 : 46,2019
149,Ulm University,https://www.timeshighereducation.com/world-university-rankings/ulm-university,Germany,10719,28,0.13,48 : 52,2019
151,TU Dresden,https://www.timeshighereducation.com/world-university-rankings/tu-dresden,Germany,33560,35.1,0.14,42 : 58,2019
152,Tufts University,https://www.timeshighereducation.com/world-university-rankings/tufts-university,United States,10659,10.1,0.19,55 : 45,2019
153,University of Leeds,https://www.timeshighereducation.com/world-university-rankings/university-leeds,United Kingdom,28677,14.1,0.28,60 : 40,2019
153,Sant’Anna School of Advanced Studies– Pisa,https://www.timeshighereducation.com/world-university-rankings/santanna-school-advanced-studies-pisa,Italy,737,11.9,0.17,38 : 62,2019
153,Stockholm University,https://www.timeshighereducation.com/world-university-rankings/stockholm-university,Sweden,31500,23,0.08,n/a,2019
156,University of Cape Town,https://www.timeshighereducation.com/world-university-rankings/university-cape-town,South Africa,22137,12.1,0.18,53 : 47,2019
156,University of Florida,https://www.timeshighereducation.com/world-university-rankings/university-florida,United States,46555,17.5,0.1,54 : 46,2019
158,University of Aberdeen,https://www.timeshighereducation.com/world-university-rankings/university-aberdeen,United Kingdom,12211,15.1,0.38,55 : 45,2019
159,University of Arizona,https://www.timeshighereducation.com/world-university-rankings/university-arizona,United States,39264,13.3,0.09,52 : 48,2019
159,Hong Kong Polytechnic University,https://www.timeshighereducation.com/world-university-rankings/hong-kong-polytechnic-university,Hong Kong,21977,27.8,0.25,52 : 48,2019
159,University of Würzburg,https://www.timeshighereducation.com/world-university-rankings/university-wurzburg,Germany,22264,30.3,0.1,57 : 43,2019
161,Scuola Normale Superioredi Pisa,https://www.timeshighereducation.com/world-university-rankings/scuola-normale-superiore-di-pisa,Italy,539,6.7,0.09,29 : 71,2019
161,University of Sussex,https://www.timeshighereducation.com/world-university-rankings/university-sussex,United Kingdom,13891,16.5,0.39,55 : 45,2019
163,University of Rochester,https://www.timeshighereducation.com/world-university-rankings/university-rochester,United States,9681,4.2,0.29,49 : 51,2019
163,Technical University of Denmark,https://www.timeshighereducation.com/world-university-rankings/technical-university-denmark,Denmark,9116,6.5,0.25,30 : 70,2019
165,University of St Andrews,https://www.timeshighereducation.com/world-university-rankings/university-st-andrews,United Kingdom,8965,12.7,0.47,58 : 42,2019
166,Vrije Universiteit Amsterdam,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-amsterdam,Netherlands,23919,17.8,0.08,57 : 43,2019
167,"University of California, Santa Cruz",https://www.timeshighereducation.com/world-university-rankings/university-california-santa-cruz,United States,17868,23.1,0.05,52 : 48,2019
167,Eindhoven University of Technology,https://www.timeshighereducation.com/world-university-rankings/eindhoven-university-technology,Netherlands,8443,19.7,0.19,25 : 75,2019
167,University of Leicester,https://www.timeshighereducation.com/world-university-rankings/university-leicester,United Kingdom,14712,14,0.36,53 : 47,2019
170,National Taiwan University (NTU),https://www.timeshighereducation.com/world-university-rankings/national-taiwan-university-ntu,Taiwan,31783,11.5,0.08,40 : 60,2019
171,Newcastle University,https://www.timeshighereducation.com/world-university-rankings/newcastle-university,United Kingdom,21500,14.5,0.29,50 : 50,2019
171,Texas A&M University,https://www.timeshighereducation.com/world-university-rankings/texas-am-university,United States,58567,25.8,0.09,48 : 52,2019
173,University of Notre Dame,https://www.timeshighereducation.com/world-university-rankings/university-notre-dame,United States,12035,13.7,0.12,45 : 55,2019
175,University of Erlangen-Nuremberg,https://www.timeshighereducation.com/world-university-rankings/university-erlangen-nuremberg,Germany,38368,54.9,0.11,49 : 51,2019
176,University of Lausanne,https://www.timeshighereducation.com/world-university-rankings/university-lausanne,Switzerland,11957,9.6,0.23,n/a,2019
176,University of Ottawa,https://www.timeshighereducation.com/world-university-rankings/university-ottawa,Canada,35002,25.6,0.18,59 : 41,2019
176,"Rutgers,the State University of New Jersey",https://www.timeshighereducation.com/world-university-rankings/rutgers-state-university-new-jersey-0,United States,44127,11.2,0.16,52 : 48,2019
179,University of Alabamaat Birmingham,https://www.timeshighereducation.com/world-university-rankings/university-alabama-birmingham,United States,15744,15.3,0.06,62 : 38,2019
180,University of Bologna,https://www.timeshighereducation.com/world-university-rankings/university-bologna,Italy,66998,23.9,0.11,57 : 43,2019
181,Aalto University,https://www.timeshighereducation.com/world-university-rankings/aalto-university,Finland,12421,19,0.23,35 : 65,2019
181,George Washington University,https://www.timeshighereducation.com/world-university-rankings/george-washington-university,United States,22844,13.2,0.17,58 : 42,2019
181,University of Liverpool,https://www.timeshighereducation.com/world-university-rankings/university-liverpool,United Kingdom,21591,13.8,0.35,55 : 45,2019
184,University of Münster,https://www.timeshighereducation.com/world-university-rankings/university-munster,Germany,42974,43.9,0.08,54 : 46,2019
184,Northeastern University,https://www.timeshighereducation.com/world-university-rankings/northeastern-university,United States,19191,13.8,0.33,49 : 51,2019
184,University of Twente,https://www.timeshighereducation.com/world-university-rankings/university-twente,Netherlands,7149,13.5,0.3,37 : 63,2019
187,Cardiff University,https://www.timeshighereducation.com/world-university-rankings/cardiff-university,United Kingdom,24245,12.8,0.26,58 : 42,2019
187,KTH Royal Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/kth-royal-institute-technology,Sweden,12486,15.4,0.18,33 : 67,2019
189,University of Konstanz,https://www.timeshighereducation.com/world-university-rankings/university-konstanz,Germany,11288,52.3,0.12,55 : 45,2019
189,Shanghai Jiao Tong University,https://www.timeshighereducation.com/world-university-rankings/shanghai-jiao-tong-university,China,40711,11,0.09,41 : 59,2019
190,University of Duisburg-Essen,https://www.timeshighereducation.com/world-university-rankings/university-duisburg-essen,Germany,42931,54.7,0.18,48 : 52,2019
190,University of East Anglia,https://www.timeshighereducation.com/world-university-rankings/university-east-anglia,United Kingdom,13984,13.6,0.29,61 : 39,2019
190,Western University,https://www.timeshighereducation.com/world-university-rankings/western-university,Canada,29732,22.9,0.17,56 : 44,2019
194,Aalborg University,https://www.timeshighereducation.com/world-university-rankings/aalborg-university,Denmark,16021,13.7,0.14,n/a,2019
194,Paris Diderot University– Paris7,https://www.timeshighereducation.com/world-university-rankings/paris-diderot-university-paris-7,France,28918,15,0.2,63 : 37,2019
196,University of Technology Sydney,https://www.timeshighereducation.com/world-university-rankings/university-technology-sydney,Australia,25637,43.4,0.36,51 : 49,2019
197,University of Bergen,https://www.timeshighereducation.com/world-university-rankings/university-bergen,Norway,13116,12.3,0.14,59 : 41,2019
198,Korea University,https://www.timeshighereducation.com/world-university-rankings/korea-university,South Korea,22705,15.6,0.21,n/a,2019
199,University of Calgary,https://www.timeshighereducation.com/world-university-rankings/university-calgary,Canada,27489,15.7,0.19,n/a,2019
199,Lomonosov Moscow State University,https://www.timeshighereducation.com/world-university-rankings/lomonosov-moscow-state-university,Russian Federation,29063,7.2,0.25,50 : 50,2019
201–250,University of Antwerp,https://www.timeshighereducation.com/world-university-rankings/university-antwerp,Belgium,15096,29.6,0.16,54 : 46,2019
201–250,University of Auckland,https://www.timeshighereducation.com/world-university-rankings/university-auckland,New Zealand,30041,18.4,0.3,54 : 46,2019
201–250,University of Barcelona,https://www.timeshighereducation.com/world-university-rankings/university-barcelona,Spain,46002,11.9,0.1,62 : 38,2019
201–250,University of Bath,https://www.timeshighereducation.com/world-university-rankings/university-bath,United Kingdom,13199,16.6,0.33,46 : 54,2019
201–250,Bielefeld University,https://www.timeshighereducation.com/world-university-rankings/bielefeld-university,Germany,24255,64.3,0.08,57 : 43,2019
201–250,Brandeis University,https://www.timeshighereducation.com/world-university-rankings/brandeis-university,United States,5385,12.5,0.26,55 : 45,2019
201–250,Universityat Buffalo,https://www.timeshighereducation.com/world-university-rankings/university-buffalo,United States,25419,17.1,0.17,45 : 55,2019
201–250,"University of California, Riverside",https://www.timeshighereducation.com/world-university-rankings/university-california-riverside,United States,20864,19.6,0.14,52 : 48,2019
201–250,Chalmers University of Technology,https://www.timeshighereducation.com/world-university-rankings/chalmers-university-technology,Sweden,9257,12.4,0.17,32 : 68,2019
201–250,Copenhagen Business School,https://www.timeshighereducation.com/world-university-rankings/copenhagen-business-school,Denmark,17003,30.6,0.25,48 : 52,2019
201–250,University of Dundee,https://www.timeshighereducation.com/world-university-rankings/university-dundee,United Kingdom,10960,15.5,0.23,62 : 38,2019
201–250,Écoledes Ponts ParisTech,https://www.timeshighereducation.com/world-university-rankings/ecole-des-ponts-paristech,France,1943,13.4,0.47,31 : 69,2019
201–250,École Normale Supérieurede Lyon,https://www.timeshighereducation.com/world-university-rankings/ecole-normale-superieure-de-lyon,France,2207,8.2,0.13,46 : 54,2019
201–250,University of Fribourg,https://www.timeshighereducation.com/world-university-rankings/university-fribourg,Switzerland,10850,45.6,0.18,59 : 41,2019
201–250,University of Gothenburg,https://www.timeshighereducation.com/world-university-rankings/university-gothenburg,Sweden,18873,9.9,0.12,n/a,2019
201–250,University of Hawai’iat Mānoa,https://www.timeshighereducation.com/world-university-rankings/university-hawaii-manoa,United States,15750,11,0.11,56 : 44,2019
201–250,Hebrew University of Jerusalem,https://www.timeshighereducation.com/world-university-rankings/hebrew-university-jerusalem,Israel,16492,11.5,0.05,56 : 44,2019
201–250,University of Hohenheim,https://www.timeshighereducation.com/world-university-rankings/university-hohenheim,Germany,9373,41.8,0.15,57 : 43,2019
201–250,University of Iowa,https://www.timeshighereducation.com/world-university-rankings/university-iowa,United States,27897,12.3,0.13,52 : 48,2019
201–250,James Cook University,https://www.timeshighereducation.com/world-university-rankings/james-cook-university,Australia,11882,22.3,0.12,63 : 37,2019
201–250,University of Kiel,https://www.timeshighereducation.com/world-university-rankings/university-kiel,Germany,25957,22.2,0.08,53 : 47,2019
201–250,King Abdulaziz University,https://www.timeshighereducation.com/world-university-rankings/king-abdulaziz-university,Saudi Arabia,33111,8,0.21,55 : 45,2019
201–250,Université Librede Bruxelles,https://www.timeshighereducation.com/world-university-rankings/universite-libre-de-bruxelles,Belgium,26936,35.9,0.35,55 : 45,2019
201–250,University of Luxembourg,https://www.timeshighereducation.com/world-university-rankings/university-luxembourg,Luxembourg,4969,16.5,0.57,50 : 50,2019
201–250,Macquarie University,https://www.timeshighereducation.com/world-university-rankings/macquarie-university,Australia,28729,43.8,0.26,53 : 47,2019
201–250,University of Massachusetts,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts,United States,59906,12.8,0.14,48 : 52,2019
201–250,Medical University of Graz,https://www.timeshighereducation.com/world-university-rankings/medical-university-graz,Austria,3368,10.7,0.23,53 : 47,2019
201–250,Medical University of Vienna,https://www.timeshighereducation.com/world-university-rankings/medical-university-vienna,Austria,7086,7.9,0.29,51 : 49,2019
201–250,University of Miami,https://www.timeshighereducation.com/world-university-rankings/university-miami,United States,15923,5.9,0.16,51 : 49,2019
201–250,University of Otago,https://www.timeshighereducation.com/world-university-rankings/university-otago,New Zealand,18283,20.1,0.2,58 : 42,2019
201–250,University of Padua,https://www.timeshighereducation.com/world-university-rankings/university-padua,Italy,43289,20.9,0.04,55 : 45,2019
201–250,Paris-Sud University,https://www.timeshighereducation.com/world-university-rankings/paris-sud-university,France,29509,16.3,0.17,56 : 44,2019
201–250,University of Passau,https://www.timeshighereducation.com/world-university-rankings/university-passau,Germany,10465,72.2,0.11,60 : 40,2019
201–250,University of Potsdam,https://www.timeshighereducation.com/world-university-rankings/university-potsdam,Germany,19294,56.8,0.1,59 : 41,2019
201–250,Queen’s University Belfast,https://www.timeshighereducation.com/world-university-rankings/queens-university-belfast,United Kingdom,17657,16.9,0.35,55 : 45,2019
201–250,Queensland University of Technology,https://www.timeshighereducation.com/world-university-rankings/queensland-university-technology,Australia,33931,35.3,0.16,54 : 46,2019
201–250,RCSI University of Medicine and Health Sciences,https://www.timeshighereducation.com/world-university-rankings/rcsi-university-medicine-and-health-sciences,Ireland,2202,19.1,0.68,n/a,2019
201–250,University of Reading,https://www.timeshighereducation.com/world-university-rankings/university-reading,United Kingdom,13394,14.3,0.33,57 : 43,2019
201–250,University of South Australia,https://www.timeshighereducation.com/world-university-rankings/university-south-australia,Australia,17465,26.1,0.44,64 : 36,2019
201–250,University of Tampere,https://www.timeshighereducation.com/world-university-rankings/university-tampere,Finland,9484,21.8,0.05,66 : 34,2019
